17:26:56 [Expansion Quests] - SetupClientData - Loaded existend player quest data for player with UID: u7jy1hFXeX-3C-ubChAdh59YiiyuY16LDVnTQIqtPmk=
17:26:56 [Expansion Quests] - PlayerQuestsInit - Create new quest instance for quest: 20 - Creator UID: u7jy1hFXeX-3C-ubChAdh59YiiyuY16LDVnTQIqtPmk=
17:26:56 [Expansion Quests] - PlayerQuestsInit - Create new quest instance for quest: 23 - Creator UID: u7jy1hFXeX-3C-ubChAdh59YiiyuY16LDVnTQIqtPmk=
17:31:42 [VehicleCarKey] Player "Bflame" (id=u7jy1hFXeX-3C-ubChAdh59YiiyuY16LDVnTQIqtPmk= pos=<3386.454834, 7.990400, 6547.118164>) used the  ExpansionCarKey to unlock a Expansion_Landrover_Green
18:06:33 [VehicleCarKey] Player "Bflame" (id=u7jy1hFXeX-3C-ubChAdh59YiiyuY16LDVnTQIqtPmk= pos=<6917.872559, 35.612446, 6391.289551>) used the  ExpansionCarKey to unlock a Expansion_Landrover_Green
18:12:20 [Market] Player "Bflame" (id=u7jy1hFXeX-3C-ubChAdh59YiiyuY16LDVnTQIqtPmk=) has send a requested to sell sewingkit x1 at the trader "Hunting (Peter [Hunter & Fish Trader])" in market zone "OUTLIVE Hunter&Fish Trader" (pos=<7173.500000, 72.561798, 8110.560059>).
18:12:20 [Market] Player "Bflame" (id=u7jy1hFXeX-3C-ubChAdh59YiiyuY16LDVnTQIqtPmk=) has sold sewingkit x1 at the trader "Hunting (Peter [Hunter & Fish Trader])" in market zone "OUTLIVE Hunter&Fish Trader" (pos=<7173.500000, 72.561798, 8110.560059>) and got 150.
18:12:21 [Market] Player "Bflame" (id=u7jy1hFXeX-3C-ubChAdh59YiiyuY16LDVnTQIqtPmk=) has send a requested to sell leathersewingkit x1 at the trader "Hunting (Peter [Hunter & Fish Trader])" in market zone "OUTLIVE Hunter&Fish Trader" (pos=<7173.500000, 72.561798, 8110.560059>).
18:12:21 [Market] Player "Bflame" (id=u7jy1hFXeX-3C-ubChAdh59YiiyuY16LDVnTQIqtPmk=) has sold leathersewingkit x1 at the trader "Hunting (Peter [Hunter & Fish Trader])" in market zone "OUTLIVE Hunter&Fish Trader" (pos=<7173.500000, 72.561798, 8110.560059>) and got 300.
18:12:24 [Market] Player "Bflame" (id=u7jy1hFXeX-3C-ubChAdh59YiiyuY16LDVnTQIqtPmk=) has send a requested to sell deersteakmeat x1 at the trader "Hunting (Peter [Hunter & Fish Trader])" in market zone "OUTLIVE Hunter&Fish Trader" (pos=<7173.500000, 72.561798, 8110.560059>).
18:12:24 [Market] Player "Bflame" (id=u7jy1hFXeX-3C-ubChAdh59YiiyuY16LDVnTQIqtPmk=) has sold deersteakmeat x1 at the trader "Hunting (Peter [Hunter & Fish Trader])" in market zone "OUTLIVE Hunter&Fish Trader" (pos=<7173.500000, 72.561798, 8110.560059>) and got 250.
18:12:24 [Market] Player "Bflame" (id=u7jy1hFXeX-3C-ubChAdh59YiiyuY16LDVnTQIqtPmk=) has send a requested to sell deersteakmeat x1 at the trader "Hunting (Peter [Hunter & Fish Trader])" in market zone "OUTLIVE Hunter&Fish Trader" (pos=<7173.500000, 72.561798, 8110.560059>).
18:12:24 [Market] Player "Bflame" (id=u7jy1hFXeX-3C-ubChAdh59YiiyuY16LDVnTQIqtPmk=) has sold deersteakmeat x1 at the trader "Hunting (Peter [Hunter & Fish Trader])" in market zone "OUTLIVE Hunter&Fish Trader" (pos=<7173.500000, 72.561798, 8110.560059>) and got 250.
18:12:25 [Market] Player "Bflame" (id=u7jy1hFXeX-3C-ubChAdh59YiiyuY16LDVnTQIqtPmk=) has send a requested to sell deersteakmeat x1 at the trader "Hunting (Peter [Hunter & Fish Trader])" in market zone "OUTLIVE Hunter&Fish Trader" (pos=<7173.500000, 72.561798, 8110.560059>).
18:12:25 [Market] Player "Bflame" (id=u7jy1hFXeX-3C-ubChAdh59YiiyuY16LDVnTQIqtPmk=) has sold deersteakmeat x1 at the trader "Hunting (Peter [Hunter & Fish Trader])" in market zone "OUTLIVE Hunter&Fish Trader" (pos=<7173.500000, 72.561798, 8110.560059>) and got 250.
18:12:25 [Market] Player "Bflame" (id=u7jy1hFXeX-3C-ubChAdh59YiiyuY16LDVnTQIqtPmk=) has send a requested to sell deersteakmeat x1 at the trader "Hunting (Peter [Hunter & Fish Trader])" in market zone "OUTLIVE Hunter&Fish Trader" (pos=<7173.500000, 72.561798, 8110.560059>).
18:12:25 [Market] Player "Bflame" (id=u7jy1hFXeX-3C-ubChAdh59YiiyuY16LDVnTQIqtPmk=) has sold deersteakmeat x1 at the trader "Hunting (Peter [Hunter & Fish Trader])" in market zone "OUTLIVE Hunter&Fish Trader" (pos=<7173.500000, 72.561798, 8110.560059>) and got 250.
18:12:26 [Market] Player "Bflame" (id=u7jy1hFXeX-3C-ubChAdh59YiiyuY16LDVnTQIqtPmk=) has send a requested to sell deersteakmeat x1 at the trader "Hunting (Peter [Hunter & Fish Trader])" in market zone "OUTLIVE Hunter&Fish Trader" (pos=<7173.500000, 72.561798, 8110.560059>).
18:12:26 [Market] Player "Bflame" (id=u7jy1hFXeX-3C-ubChAdh59YiiyuY16LDVnTQIqtPmk=) has sold deersteakmeat x1 at the trader "Hunting (Peter [Hunter & Fish Trader])" in market zone "OUTLIVE Hunter&Fish Trader" (pos=<7173.500000, 72.561798, 8110.560059>) and got 250.
18:12:28 [Market] Player "Bflame" (id=u7jy1hFXeX-3C-ubChAdh59YiiyuY16LDVnTQIqtPmk=) has send a requested to sell orienteeringcompass x1 at the trader "Hunting (Peter [Hunter & Fish Trader])" in market zone "OUTLIVE Hunter&Fish Trader" (pos=<7173.500000, 72.561798, 8110.560059>).
18:12:28 [Market] Player "Bflame" (id=u7jy1hFXeX-3C-ubChAdh59YiiyuY16LDVnTQIqtPmk=) has sold orienteeringcompass x1 at the trader "Hunting (Peter [Hunter & Fish Trader])" in market zone "OUTLIVE Hunter&Fish Trader" (pos=<7173.500000, 72.561798, 8110.560059>) and got 800.
18:12:28 [Market] Player "Bflame" (id=u7jy1hFXeX-3C-ubChAdh59YiiyuY16LDVnTQIqtPmk=) has send a requested to sell orienteeringcompass x1 at the trader "Hunting (Peter [Hunter & Fish Trader])" in market zone "OUTLIVE Hunter&Fish Trader" (pos=<7173.500000, 72.561798, 8110.560059>).
18:12:29 [Market] Player "Bflame" (id=u7jy1hFXeX-3C-ubChAdh59YiiyuY16LDVnTQIqtPmk=) has sold orienteeringcompass x1 at the trader "Hunting (Peter [Hunter & Fish Trader])" in market zone "OUTLIVE Hunter&Fish Trader" (pos=<7173.500000, 72.561798, 8110.560059>) and got 800.
18:12:29 [Market] Player "Bflame" (id=u7jy1hFXeX-3C-ubChAdh59YiiyuY16LDVnTQIqtPmk=) has send a requested to sell orienteeringcompass x1 at the trader "Hunting (Peter [Hunter & Fish Trader])" in market zone "OUTLIVE Hunter&Fish Trader" (pos=<7173.500000, 72.561798, 8110.560059>).
18:12:29 [Market] Player "Bflame" (id=u7jy1hFXeX-3C-ubChAdh59YiiyuY16LDVnTQIqtPmk=) has sold orienteeringcompass x1 at the trader "Hunting (Peter [Hunter & Fish Trader])" in market zone "OUTLIVE Hunter&Fish Trader" (pos=<7173.500000, 72.561798, 8110.560059>) and got 800.
18:12:30 [Market] Player "Bflame" (id=u7jy1hFXeX-3C-ubChAdh59YiiyuY16LDVnTQIqtPmk=) has send a requested to sell orienteeringcompass x1 at the trader "Hunting (Peter [Hunter & Fish Trader])" in market zone "OUTLIVE Hunter&Fish Trader" (pos=<7173.500000, 72.561798, 8110.560059>).
18:12:30 [Market] Player "Bflame" (id=u7jy1hFXeX-3C-ubChAdh59YiiyuY16LDVnTQIqtPmk=) has sold orienteeringcompass x1 at the trader "Hunting (Peter [Hunter & Fish Trader])" in market zone "OUTLIVE Hunter&Fish Trader" (pos=<7173.500000, 72.561798, 8110.560059>) and got 800.
18:12:30 [Market] Player "Bflame" (id=u7jy1hFXeX-3C-ubChAdh59YiiyuY16LDVnTQIqtPmk=) has send a requested to sell orienteeringcompass x1 at the trader "Hunting (Peter [Hunter & Fish Trader])" in market zone "OUTLIVE Hunter&Fish Trader" (pos=<7173.500000, 72.561798, 8110.560059>).
18:12:30 [Market] Player "Bflame" (id=u7jy1hFXeX-3C-ubChAdh59YiiyuY16LDVnTQIqtPmk=) has sold orienteeringcompass x1 at the trader "Hunting (Peter [Hunter & Fish Trader])" in market zone "OUTLIVE Hunter&Fish Trader" (pos=<7173.500000, 72.561798, 8110.560059>) and got 800.
18:12:31 [Market] Player "Bflame" (id=u7jy1hFXeX-3C-ubChAdh59YiiyuY16LDVnTQIqtPmk=) has send a requested to sell compass x1 at the trader "Hunting (Peter [Hunter & Fish Trader])" in market zone "OUTLIVE Hunter&Fish Trader" (pos=<7173.500000, 72.561798, 8110.560059>).
18:12:31 [Market] Player "Bflame" (id=u7jy1hFXeX-3C-ubChAdh59YiiyuY16LDVnTQIqtPmk=) has sold compass x1 at the trader "Hunting (Peter [Hunter & Fish Trader])" in market zone "OUTLIVE Hunter&Fish Trader" (pos=<7173.500000, 72.561798, 8110.560059>) and got 1200.
18:12:32 [Market] Player "Bflame" (id=u7jy1hFXeX-3C-ubChAdh59YiiyuY16LDVnTQIqtPmk=) has send a requested to sell compass x1 at the trader "Hunting (Peter [Hunter & Fish Trader])" in market zone "OUTLIVE Hunter&Fish Trader" (pos=<7173.500000, 72.561798, 8110.560059>).
18:12:32 [Market] Player "Bflame" (id=u7jy1hFXeX-3C-ubChAdh59YiiyuY16LDVnTQIqtPmk=) has sold compass x1 at the trader "Hunting (Peter [Hunter & Fish Trader])" in market zone "OUTLIVE Hunter&Fish Trader" (pos=<7173.500000, 72.561798, 8110.560059>) and got 1200.
18:12:32 [Market] Player "Bflame" (id=u7jy1hFXeX-3C-ubChAdh59YiiyuY16LDVnTQIqtPmk=) has send a requested to sell compass x1 at the trader "Hunting (Peter [Hunter & Fish Trader])" in market zone "OUTLIVE Hunter&Fish Trader" (pos=<7173.500000, 72.561798, 8110.560059>).
18:12:32 [Market] Player "Bflame" (id=u7jy1hFXeX-3C-ubChAdh59YiiyuY16LDVnTQIqtPmk=) has sold compass x1 at the trader "Hunting (Peter [Hunter & Fish Trader])" in market zone "OUTLIVE Hunter&Fish Trader" (pos=<7173.500000, 72.561798, 8110.560059>) and got 1200.
18:12:33 [Market] Player "Bflame" (id=u7jy1hFXeX-3C-ubChAdh59YiiyuY16LDVnTQIqtPmk=) has send a requested to sell compass x1 at the trader "Hunting (Peter [Hunter & Fish Trader])" in market zone "OUTLIVE Hunter&Fish Trader" (pos=<7173.500000, 72.561798, 8110.560059>).
18:12:33 [Market] Player "Bflame" (id=u7jy1hFXeX-3C-ubChAdh59YiiyuY16LDVnTQIqtPmk=) has sold compass x1 at the trader "Hunting (Peter [Hunter & Fish Trader])" in market zone "OUTLIVE Hunter&Fish Trader" (pos=<7173.500000, 72.561798, 8110.560059>) and got 1200.
18:12:33 [Market] Player "Bflame" (id=u7jy1hFXeX-3C-ubChAdh59YiiyuY16LDVnTQIqtPmk=) has send a requested to sell compass x1 at the trader "Hunting (Peter [Hunter & Fish Trader])" in market zone "OUTLIVE Hunter&Fish Trader" (pos=<7173.500000, 72.561798, 8110.560059>).
18:12:33 [Market] Player "Bflame" (id=u7jy1hFXeX-3C-ubChAdh59YiiyuY16LDVnTQIqtPmk=) has sold compass x1 at the trader "Hunting (Peter [Hunter & Fish Trader])" in market zone "OUTLIVE Hunter&Fish Trader" (pos=<7173.500000, 72.561798, 8110.560059>) and got 1200.
18:12:34 [Market] Player "Bflame" (id=u7jy1hFXeX-3C-ubChAdh59YiiyuY16LDVnTQIqtPmk=) has send a requested to sell chernarusmap x1 at the trader "Hunting (Peter [Hunter & Fish Trader])" in market zone "OUTLIVE Hunter&Fish Trader" (pos=<7173.500000, 72.561798, 8110.560059>).
18:12:34 [Market] Player "Bflame" (id=u7jy1hFXeX-3C-ubChAdh59YiiyuY16LDVnTQIqtPmk=) has sold chernarusmap x1 at the trader "Hunting (Peter [Hunter & Fish Trader])" in market zone "OUTLIVE Hunter&Fish Trader" (pos=<7173.500000, 72.561798, 8110.560059>) and got 1200.
18:12:34 [Market] Player "Bflame" (id=u7jy1hFXeX-3C-ubChAdh59YiiyuY16LDVnTQIqtPmk=) has send a requested to sell chernarusmap x1 at the trader "Hunting (Peter [Hunter & Fish Trader])" in market zone "OUTLIVE Hunter&Fish Trader" (pos=<7173.500000, 72.561798, 8110.560059>).
18:12:34 [Market] Player "Bflame" (id=u7jy1hFXeX-3C-ubChAdh59YiiyuY16LDVnTQIqtPmk=) has sold chernarusmap x1 at the trader "Hunting (Peter [Hunter & Fish Trader])" in market zone "OUTLIVE Hunter&Fish Trader" (pos=<7173.500000, 72.561798, 8110.560059>) and got 1200.
18:12:35 [Market] Player "Bflame" (id=u7jy1hFXeX-3C-ubChAdh59YiiyuY16LDVnTQIqtPmk=) has send a requested to sell chernarusmap x1 at the trader "Hunting (Peter [Hunter & Fish Trader])" in market zone "OUTLIVE Hunter&Fish Trader" (pos=<7173.500000, 72.561798, 8110.560059>).
18:12:35 [Market] Player "Bflame" (id=u7jy1hFXeX-3C-ubChAdh59YiiyuY16LDVnTQIqtPmk=) has sold chernarusmap x1 at the trader "Hunting (Peter [Hunter & Fish Trader])" in market zone "OUTLIVE Hunter&Fish Trader" (pos=<7173.500000, 72.561798, 8110.560059>) and got 1200.
18:12:35 [Market] Player "Bflame" (id=u7jy1hFXeX-3C-ubChAdh59YiiyuY16LDVnTQIqtPmk=) has send a requested to sell chernarusmap x1 at the trader "Hunting (Peter [Hunter & Fish Trader])" in market zone "OUTLIVE Hunter&Fish Trader" (pos=<7173.500000, 72.561798, 8110.560059>).
18:12:36 [Market] Player "Bflame" (id=u7jy1hFXeX-3C-ubChAdh59YiiyuY16LDVnTQIqtPmk=) has sold chernarusmap x1 at the trader "Hunting (Peter [Hunter & Fish Trader])" in market zone "OUTLIVE Hunter&Fish Trader" (pos=<7173.500000, 72.561798, 8110.560059>) and got 1200.
18:12:36 [Market] Player "Bflame" (id=u7jy1hFXeX-3C-ubChAdh59YiiyuY16LDVnTQIqtPmk=) has send a requested to sell chernarusmap x1 at the trader "Hunting (Peter [Hunter & Fish Trader])" in market zone "OUTLIVE Hunter&Fish Trader" (pos=<7173.500000, 72.561798, 8110.560059>).
18:12:36 [Market] Player "Bflame" (id=u7jy1hFXeX-3C-ubChAdh59YiiyuY16LDVnTQIqtPmk=) has sold chernarusmap x1 at the trader "Hunting (Peter [Hunter & Fish Trader])" in market zone "OUTLIVE Hunter&Fish Trader" (pos=<7173.500000, 72.561798, 8110.560059>) and got 1200.
18:12:36 [Market] Player "Bflame" (id=u7jy1hFXeX-3C-ubChAdh59YiiyuY16LDVnTQIqtPmk=) has send a requested to sell chernarusmap x1 at the trader "Hunting (Peter [Hunter & Fish Trader])" in market zone "OUTLIVE Hunter&Fish Trader" (pos=<7173.500000, 72.561798, 8110.560059>).
18:12:36 [Market] Player "Bflame" (id=u7jy1hFXeX-3C-ubChAdh59YiiyuY16LDVnTQIqtPmk=) has sold chernarusmap x1 at the trader "Hunting (Peter [Hunter & Fish Trader])" in market zone "OUTLIVE Hunter&Fish Trader" (pos=<7173.500000, 72.561798, 8110.560059>) and got 1200.
18:12:37 [Market] Player "Bflame" (id=u7jy1hFXeX-3C-ubChAdh59YiiyuY16LDVnTQIqtPmk=) has send a requested to sell chernarusmap x1 at the trader "Hunting (Peter [Hunter & Fish Trader])" in market zone "OUTLIVE Hunter&Fish Trader" (pos=<7173.500000, 72.561798, 8110.560059>).
18:12:37 [Market] Player "Bflame" (id=u7jy1hFXeX-3C-ubChAdh59YiiyuY16LDVnTQIqtPmk=) has sold chernarusmap x1 at the trader "Hunting (Peter [Hunter & Fish Trader])" in market zone "OUTLIVE Hunter&Fish Trader" (pos=<7173.500000, 72.561798, 8110.560059>) and got 1200.
18:12:37 [Market] Player "Bflame" (id=u7jy1hFXeX-3C-ubChAdh59YiiyuY16LDVnTQIqtPmk=) has send a requested to sell chernarusmap x1 at the trader "Hunting (Peter [Hunter & Fish Trader])" in market zone "OUTLIVE Hunter&Fish Trader" (pos=<7173.500000, 72.561798, 8110.560059>).
18:12:37 [Market] Player "Bflame" (id=u7jy1hFXeX-3C-ubChAdh59YiiyuY16LDVnTQIqtPmk=) has sold chernarusmap x1 at the trader "Hunting (Peter [Hunter & Fish Trader])" in market zone "OUTLIVE Hunter&Fish Trader" (pos=<7173.500000, 72.561798, 8110.560059>) and got 1200.
18:12:38 [Market] Player "Bflame" (id=u7jy1hFXeX-3C-ubChAdh59YiiyuY16LDVnTQIqtPmk=) has send a requested to sell chernarusmap x1 at the trader "Hunting (Peter [Hunter & Fish Trader])" in market zone "OUTLIVE Hunter&Fish Trader" (pos=<7173.500000, 72.561798, 8110.560059>).
18:12:38 [Market] Player "Bflame" (id=u7jy1hFXeX-3C-ubChAdh59YiiyuY16LDVnTQIqtPmk=) has sold chernarusmap x1 at the trader "Hunting (Peter [Hunter & Fish Trader])" in market zone "OUTLIVE Hunter&Fish Trader" (pos=<7173.500000, 72.561798, 8110.560059>) and got 1200.
18:12:39 [Market] Player "Bflame" (id=u7jy1hFXeX-3C-ubChAdh59YiiyuY16LDVnTQIqtPmk=) has send a requested to sell chernarusmap x1 at the trader "Hunting (Peter [Hunter & Fish Trader])" in market zone "OUTLIVE Hunter&Fish Trader" (pos=<7173.500000, 72.561798, 8110.560059>).
18:12:39 [Market] Player "Bflame" (id=u7jy1hFXeX-3C-ubChAdh59YiiyuY16LDVnTQIqtPmk=) has sold chernarusmap x1 at the trader "Hunting (Peter [Hunter & Fish Trader])" in market zone "OUTLIVE Hunter&Fish Trader" (pos=<7173.500000, 72.561798, 8110.560059>) and got 1200.
18:16:11 [Market] Player "Bflame" (id=u7jy1hFXeX-3C-ubChAdh59YiiyuY16LDVnTQIqtPmk=) has send a requested to sell rag_bearcarpet_white x1 at the trader "Hunting (Peter [Hunter & Fish Trader])" in market zone "OUTLIVE Hunter&Fish Trader" (pos=<7173.500000, 72.561798, 8110.560059>).
18:16:11 [Market] Player "Bflame" (id=u7jy1hFXeX-3C-ubChAdh59YiiyuY16LDVnTQIqtPmk=) has sold rag_bearcarpet_white x1 at the trader "Hunting (Peter [Hunter & Fish Trader])" in market zone "OUTLIVE Hunter&Fish Trader" (pos=<7173.500000, 72.561798, 8110.560059>) and got 7500.
18:16:12 [Market] Player "Bflame" (id=u7jy1hFXeX-3C-ubChAdh59YiiyuY16LDVnTQIqtPmk=) has send a requested to sell rag_bearcarpet_white x1 at the trader "Hunting (Peter [Hunter & Fish Trader])" in market zone "OUTLIVE Hunter&Fish Trader" (pos=<7173.500000, 72.561798, 8110.560059>).
18:16:12 [Market] Player "Bflame" (id=u7jy1hFXeX-3C-ubChAdh59YiiyuY16LDVnTQIqtPmk=) has sold rag_bearcarpet_white x1 at the trader "Hunting (Peter [Hunter & Fish Trader])" in market zone "OUTLIVE Hunter&Fish Trader" (pos=<7173.500000, 72.561798, 8110.560059>) and got 7500.
18:16:33 [VehicleCarKey] Player "Bflame" (id=u7jy1hFXeX-3C-ubChAdh59YiiyuY16LDVnTQIqtPmk= pos=<7168.714844, 70.640205, 8125.843262>) used the  ExpansionCarKey to lock a Expansion_Landrover_Green
18:19:05 [VehicleCarKey] Player "Bflame" (id=u7jy1hFXeX-3C-ubChAdh59YiiyuY16LDVnTQIqtPmk= pos=<7168.668457, 70.688072, 8124.811035>) used the  ExpansionCarKey to unlock a Expansion_Landrover_Green
18:19:56 [Market] Player "Bflame" (id=u7jy1hFXeX-3C-ubChAdh59YiiyuY16LDVnTQIqtPmk=) has send a requested to sell wolfpelt x1 at the trader "Hunting (Peter [Hunter & Fish Trader])" in market zone "OUTLIVE Hunter&Fish Trader" (pos=<7173.500000, 72.561798, 8110.560059>).
18:19:56 [Market] Player "Bflame" (id=u7jy1hFXeX-3C-ubChAdh59YiiyuY16LDVnTQIqtPmk=) has sold wolfpelt x1 at the trader "Hunting (Peter [Hunter & Fish Trader])" in market zone "OUTLIVE Hunter&Fish Trader" (pos=<7173.500000, 72.561798, 8110.560059>) and got 750.
18:19:57 [Market] Player "Bflame" (id=u7jy1hFXeX-3C-ubChAdh59YiiyuY16LDVnTQIqtPmk=) has send a requested to sell wolfpelt x1 at the trader "Hunting (Peter [Hunter & Fish Trader])" in market zone "OUTLIVE Hunter&Fish Trader" (pos=<7173.500000, 72.561798, 8110.560059>).
18:19:57 [Market] Player "Bflame" (id=u7jy1hFXeX-3C-ubChAdh59YiiyuY16LDVnTQIqtPmk=) has sold wolfpelt x1 at the trader "Hunting (Peter [Hunter & Fish Trader])" in market zone "OUTLIVE Hunter&Fish Trader" (pos=<7173.500000, 72.561798, 8110.560059>) and got 750.
18:21:14 [VehicleCarKey] Player "Bflame" (id=u7jy1hFXeX-3C-ubChAdh59YiiyuY16LDVnTQIqtPmk= pos=<7168.410156, 70.662514, 8125.187500>) used the  ExpansionCarKey to lock a Expansion_Landrover_Green
18:21:26 [Market] Player "Bflame" (id=u7jy1hFXeX-3C-ubChAdh59YiiyuY16LDVnTQIqtPmk=) has send a requested to sell weaponcleaningkit x1 at the trader "Hunting (Peter [Hunter & Fish Trader])" in market zone "OUTLIVE Hunter&Fish Trader" (pos=<7173.500000, 72.561798, 8110.560059>).
18:21:26 [Market] Player "Bflame" (id=u7jy1hFXeX-3C-ubChAdh59YiiyuY16LDVnTQIqtPmk=) has sold weaponcleaningkit x1 at the trader "Hunting (Peter [Hunter & Fish Trader])" in market zone "OUTLIVE Hunter&Fish Trader" (pos=<7173.500000, 72.561798, 8110.560059>) and got 600.
18:21:29 [Market] Player "Bflame" (id=u7jy1hFXeX-3C-ubChAdh59YiiyuY16LDVnTQIqtPmk=) has send a requested to sell deerpelt x1 at the trader "Hunting (Peter [Hunter & Fish Trader])" in market zone "OUTLIVE Hunter&Fish Trader" (pos=<7173.500000, 72.561798, 8110.560059>).
18:21:29 [Market] Player "Bflame" (id=u7jy1hFXeX-3C-ubChAdh59YiiyuY16LDVnTQIqtPmk=) has sold deerpelt x1 at the trader "Hunting (Peter [Hunter & Fish Trader])" in market zone "OUTLIVE Hunter&Fish Trader" (pos=<7173.500000, 72.561798, 8110.560059>) and got 1500.
18:21:30 [Market] Player "Bflame" (id=u7jy1hFXeX-3C-ubChAdh59YiiyuY16LDVnTQIqtPmk=) has send a requested to sell pigpelt x1 at the trader "Hunting (Peter [Hunter & Fish Trader])" in market zone "OUTLIVE Hunter&Fish Trader" (pos=<7173.500000, 72.561798, 8110.560059>).
18:21:30 [Market] Player "Bflame" (id=u7jy1hFXeX-3C-ubChAdh59YiiyuY16LDVnTQIqtPmk=) has sold pigpelt x1 at the trader "Hunting (Peter [Hunter & Fish Trader])" in market zone "OUTLIVE Hunter&Fish Trader" (pos=<7173.500000, 72.561798, 8110.560059>) and got 1200.
18:21:31 [Market] Player "Bflame" (id=u7jy1hFXeX-3C-ubChAdh59YiiyuY16LDVnTQIqtPmk=) has send a requested to sell pigpelt x1 at the trader "Hunting (Peter [Hunter & Fish Trader])" in market zone "OUTLIVE Hunter&Fish Trader" (pos=<7173.500000, 72.561798, 8110.560059>).
18:21:31 [Market] Player "Bflame" (id=u7jy1hFXeX-3C-ubChAdh59YiiyuY16LDVnTQIqtPmk=) has sold pigpelt x1 at the trader "Hunting (Peter [Hunter & Fish Trader])" in market zone "OUTLIVE Hunter&Fish Trader" (pos=<7173.500000, 72.561798, 8110.560059>) and got 1200.
18:54:05 [Expansion Quests] - SetupClientData - Created new persistent player quest data for player UID: wvz1jGdA27Eb3vtZqqzBgGv9Su_0oOujtdP3UqN1c-g=
18:54:24 [Safezone] Player "Majky" (id=wvz1jGdA27Eb3vtZqqzBgGv9Su_0oOujtdP3UqN1c-g= pos=<4418.545898, 1.415172, 4189.885254>) Entered the safezone
18:54:40 [MissionAirdrop] An airdrop is heading towards "Mauerkirchen" (pos=<3123.000000, 0.000000, 4342.000000> type=Random_Mauerkirchen) with a ExpansionAirdropContainer_Basebuilding
18:54:40 [MissionAirdrop] An airdrop is heading towards "Airport" (pos=<8307.879883, 0.000000, 924.599976> type=Random_Airport) with a ExpansionAirdropContainer_Military
18:55:10 [ATM Locker] Player "Majky" (id=wvz1jGdA27Eb3vtZqqzBgGv9Su_0oOujtdP3UqN1c-g=) has withdrawn 200000 from his ATM account.
