[COT 2022-8M-24 19:12:35] 76561198968762750: Set GodMode To true [guid=OWXX6Y-5LFd-7A6ELi2o-QPO0kjmZUMZvMTKL0AQ_q0=]
[COT 2022-8M-24 19:13:15] 76561198968762750: Teleported to position <6925.826172, 44.049999, 9427.484375>
[COT 2022-8M-24 19:14:47] 76561198968762750: ESP: Viewing ESP
[COT 2022-8M-24 19:14:50] 76561198968762750: ESP: Clearing ESP
[COT 2022-8M-24 19:14:51] 76561198968762750: ESP: Viewing ESP
[COT 2022-8M-24 19:17:2s] 76561198968762750: ESP: Clearing ESP
[COT 2022-8M-24 19:17:3s] 76561198968762750: ESP: Viewing ESP
[COT 2022-8M-24 19:20:23] 76561198968762750: ESP: Clearing ESP
[COT 2022-8M-24 19:20:24] 76561198968762750: ESP: ESP updating
[COT 2022-8M-24 19:23:51] 76561198968762750: Spawned Entity MAD First Aid Kit (FirstAidKit<8ce78a00>, -1, 80) at <6967.970703, 44.171600, 9305.465820>
[COT 2022-8M-24 19:27:1s] 76561198968762750: Set UnlimitedAmmo To true [guid=OWXX6Y-5LFd-7A6ELi2o-QPO0kjmZUMZvMTKL0AQ_q0=]
[COT 2022-8M-24 19:27:1s] 76561198968762750: Set UnlimitedStamina To true [guid=OWXX6Y-5LFd-7A6ELi2o-QPO0kjmZUMZvMTKL0AQ_q0=]
[COT 2022-8M-24 19:27:29] 76561198968762750: Spawned Entity Megaphone (Megaphone<e99ce3a0>, -1, 70) at <7027.766602, 42.352730, 9458.687500>
[COT 2022-8M-24 19:28:1s] 76561198968762750: ESP: Clearing ESP
[COT 2022-8M-24 19:29:14] 76561198968762750: Repaired Transport [guid=44dQ0cnFzUA_6kpX-D9wUNcXT2m9kkMRQUwMD_7CwEg=]
[COT 2022-8M-24 19:29:16] 76561198968762750: Repaired Transport [guid=44dQ0cnFzUA_6kpX-D9wUNcXT2m9kkMRQUwMD_7CwEg=]
[COT 2022-8M-24 19:29:17] 76561198968762750: Repaired Transport [guid=44dQ0cnFzUA_6kpX-D9wUNcXT2m9kkMRQUwMD_7CwEg=]
[COT 2022-8M-24 19:29:17] 76561198968762750: Repaired Transport [guid=44dQ0cnFzUA_6kpX-D9wUNcXT2m9kkMRQUwMD_7CwEg=]
[COT 2022-8M-24 19:36:4s] 76561198968762750: Spawned Entity MAD UltraPink Ghillie Top (GhillieTop_ColorBase<e9cdf120>, -1, 100) at <7174.526367, 71.364693, 8118.038574>
[COT 2022-8M-24 19:41:13] 76561198968762750: Spawned Entity Backpack Outlive (HuntingBag<9d0e38a0>, -1, 160) at <7172.404297, 71.070045, 8120.719238>
[COT 2022-8M-24 19:46:11] 76561198968762750: Spawned Entity Wild Hare (Animal_LepusEuropaeus<9d0a4ea0>, -1, 15) at <7174.698242, 71.206512, 8119.371582>
[COT 2022-8M-24 19:46:12] 76561198968762750: Spawned Entity Wild Hare (Animal_LepusEuropaeus<9d0a8500>, -1, 15) at <7173.155762, 71.174889, 8119.575684>
[COT 2022-8M-24 19:46:12] 76561198968762750: Spawned Entity Wild Hare (Animal_LepusEuropaeus<9d0a7bf0>, -1, 15) at <7173.155762, 71.174889, 8119.575684>
[COT 2022-8M-24 19:46:12] 76561198968762750: Spawned Entity Wild Hare (Animal_LepusEuropaeus<9d0a60c0>, -1, 15) at <7173.155762, 71.174889, 8119.575684>
[COT 2022-8M-24 19:46:12] 76561198968762750: Spawned Entity Wild Hare (Animal_LepusEuropaeus<9d0a57b0>, -1, 15) at <7173.155762, 71.174889, 8119.575684>
[COT 2022-8M-24 19:46:12] 76561198968762750: Spawned Entity Wild Hare (Animal_LepusEuropaeus<9d0a69d0>, -1, 15) at <7173.155762, 71.174889, 8119.575684>
[COT 2022-8M-24 19:46:12] 76561198968762750: Spawned Entity Wild Hare (Animal_LepusEuropaeus<846ea0e0>, -1, 15) at <7173.155762, 71.174889, 8119.575684>
[COT 2022-8M-24 19:46:13] 76561198968762750: Spawned Entity Wild Hare (Animal_LepusEuropaeus<846e6a80>, -1, 15) at <7173.155762, 71.174889, 8119.575684>
[COT 2022-8M-24 19:46:13] 76561198968762750: Spawned Entity Wild Hare (Animal_LepusEuropaeus<846ea9f0>, -1, 15) at <7173.155762, 71.174889, 8119.575684>
[COT 2022-8M-24 19:46:13] 76561198968762750: Spawned Entity Wild Hare (Animal_LepusEuropaeus<846e7390>, -1, 15) at <7173.155762, 71.174889, 8119.575684>
[COT 2022-8M-24 19:50:21] 76561198968762750: Spawned Entity Dog Vest (DogVestBase<df20d230>, -1, 225) at <7170.155273, 70.918388, 8121.323730>
[COT 2022-8M-24 19:59:44] 76561198968762750: Teleported to position <4207.502441, 13.327631, 4125.582031>
